,악플여부
106299,1
34393,0
112512,1
67979,1
43807,1
90491,1
93788,1
56731,0
93415,1
47498,0
69938,0
7201,0
29162,0
95612,1
89536,1
78732,0
87716,0
11510,0
33959,0
27,0
59552,0
50488,0
103597,1
36549,0
66913,0
50342,0
103294,1
37759,0
31576,0
71331,0
41746,0
104230,1
84820,1
7856,0
41875,0
23450,0
93503,1
57699,0
19648,0
26956,0
13718,0
97215,1
39820,0
91472,1
12072,0
20412,0
30147,0
49594,1
44117,0
34664,0
2523,0
92422,1
38076,0
16923,0
47840,1
58557,0
94421,1
90309,1
97502,1
16620,0
39482,0
27861,1
83905,0
70622,0
104598,1
100350,0
6377,0
91042,1
183,0
70769,0
67711,0
2114,0
31690,0
64716,0
67787,0
112126,1
5817,0
67471,0
47088,0
51187,1
99225,0
109450,1
9459,0
74268,0
38529,0
101613,1
111251,1
65899,1
83559,1
71632,0
105623,1
9290,0
48807,0
10342,0
92001,1
81730,1
63834,0
37647,0
89842,0
71835,0
25964,0
113851,1
12641,1
7380,0
28242,0
28335,0
98638,1
114734,0
30879,0
28590,0
6153,0
52751,0
11551,0
43045,0
58096,1
82100,1
20515,0
23063,0
56424,0
97611,1
5279,0
99123,0
113040,1
73938,0
109963,1
17294,0
54437,0
109361,1
17492,0
101600,1
114801,1
75258,0
82354,1
42521,0
48742,0
85698,1
33680,0
54265,0
84479,1
67805,0
53425,0
63685,1
67270,0
90770,1
17292,0
56859,0
89871,0
89389,1
798,0
57954,0
87005,1
107147,1
38604,0
95047,1
47532,1
111586,1
65464,0
38881,0
26225,0
66380,0
100810,1
95316,0
75341,0
97869,1
41897,0
4974,0
31483,0
2607,0
79663,0
88929,1
98721,1
36894,0
57905,0
113466,1
73767,0
40489,0
104372,1
114005,1
70865,0
113744,1
59087,0
50130,1
33986,0
111590,1
88586,0
36916,0
47484,0
113433,1
89653,1
38232,0
29831,0
66398,0
83580,1
1127,0
100800,1
31763,0
34656,0
16925,0
27362,0
58359,0
79639,0
41042,0
74207,0
59621,0
31630,0
34295,0
7727,0
111725,1
42339,0
73588,0
38036,0
79672,1
89712,1
105407,1
66758,0
108830,1
17273,0
35842,0
70499,0
109103,1
70767,0
84125,1
31679,0
61339,0
114522,0
44259,1
10094,0
60800,0
61275,0
106049,1
107957,1
97229,1
81985,1
47011,0
45948,0
5735,0
103829,1
82712,0
105054,1
83060,1
45688,0
106599,1
77050,1
52195,0
50879,0
73168,0
102137,1
35161,0
70078,0
108041,1
16585,0
83019,1
11610,0
95305,0
100580,1
74182,0
64544,1
107260,1
1910,0
38349,0
24645,0
76252,0
21335,0
24283,0
98056,1
105180,1
114087,1
70239,0
58766,0
24411,0
71740,0
31252,0
75131,0
78575,0
83497,1
20459,0
56357,0
19568,0
39811,0
407,0
102506,1
69812,0
106043,1
116,0
4952,0
69635,0
72047,1
17724,0
11416,0
98581,1
2196,0
18428,0
95954,1
68033,0
59578,0
5159,0
112364,1
7772,0
66474,0
83546,1
18592,0
39362,0
13477,0
21872,0
18415,0
74127,0
93416,1
50927,0
18359,0
17239,0
106248,1
79996,1
60068,0
18113,0
312,0
102969,1
20,0
14133,0
111114,1
112686,1
88234,1
92675,0
104699,1
13578,0
97906,1
23962,0
75015,1
44897,0
57638,0
46560,0
81293,1
36001,0
32583,0
70361,1
20364,0
95753,1
62802,0
82657,1
57109,0
9240,0
70606,0
40637,0
10799,0
26922,0
87471,1
9026,1
54431,0
47440,0
65279,0
47658,0
107780,1
59749,0
111007,1
30374,0
83082,1
54019,0
63236,0
51339,0
39429,0
51012,0
24056,0
40306,1
21162,0
81658,1
85368,1
35804,0
21783,0
34188,1
59237,0
51840,0
60401,0
14149,0
87859,1
70015,0
7180,0
5103,0
47556,1
113254,1
35524,0
30894,0
40498,0
33353,0
96235,1
48738,0
46770,1
69138,0
99289,0
84136,1
17917,0
57531,0
88163,1
73748,1
90342,1
19980,0
98514,0
41982,0
52761,1
31448,0
50817,0
108674,1
39628,0
108778,1
48248,0
112583,1
92652,1
51948,1
51644,0
41374,0
10162,0
49944,1
72313,1
75315,0
63682,1
52024,1
78025,0
34382,1
65149,0
75833,1
56868,0
22863,0
4938,0
451,0
38838,1
56169,0
32127,0
40953,0
56591,1
32889,0
96510,1
35242,0
35947,1
38606,0
60320,0
86346,1
20741,0
100298,0
8478,0
30753,0
80407,0
37593,0
71110,1
113211,1
72856,0
71269,0
71801,1
111889,1
24406,0
13923,0
97494,1
90214,1
41002,0
31850,0
96288,1
100235,0
57369,0
35302,0
107150,1
24815,0
19441,0
49920,0
3810,0
108416,1
100711,1
72214,1
108636,1
8240,0
19142,0
61298,0
109716,1
60779,0
110316,1
108358,1
87665,1
32960,0
51070,0
91775,1
113946,1
25114,0
113732,1
89483,1
86327,1
41602,0
103864,1
55089,0
46162,0
81690,1
95088,0
28085,0
76390,0
51074,0
44910,0
36939,0
68342,0
72140,0
98112,1
38784,0
37624,0
28629,1
54601,0
111820,1
1410,0
7963,0
105595,1
66192,0
38055,0
63719,0
13076,0
90774,1
97246,1
110331,1
93245,0
72903,0
77648,0
78527,0
85564,1
37596,0
37802,0
33815,0
86459,1
12066,0
39063,0
82335,1
112656,1
103880,1
43954,0
38214,0
51377,0
99730,1
37244,0
100212,0
90719,1
96142,1
50918,0
42371,0
94452,1
28744,0
4333,0
45036,0
77002,0
108522,1
90145,1
21511,0
78805,0
110419,1
97121,1
88381,1
53767,0
26841,0
24872,0
57942,0
81993,1
114697,0
16608,0
19860,0
3975,0
28414,0
95297,0
109443,1
49222,0
14002,0
67813,1
64739,1
103778,1
51816,1
47211,1
4463,0
41128,1
21483,0
8728,0
44587,0
113849,1
35508,0
55034,0
36914,0
59304,0
31071,0
45805,0
103615,1
41949,0
71093,1
92952,1
4212,0
57100,0
101832,1
50856,0
59444,0
65799,0
69248,0
68754,0
25436,0
36166,1
51662,0
70273,0
81535,0
68536,1
99764,1
37774,0
65991,0
85810,1
95744,1
75741,0
72571,0
81552,0
38370,0
36181,0
79998,0
67952,0
78005,0
112410,1
88119,1
913,0
106238,1
28012,0
66389,0
25127,0
87420,1
36018,0
73271,0
31779,0
70264,0
14578,0
110469,1
89261,1
22009,0
77302,0
5713,0
19869,0
64122,0
98053,1
99544,1
78049,0
37731,0
94699,1
43688,0
83662,1
32720,0
92249,0
32045,0
52711,0
76618,0
41198,0
113480,1
51176,0
86160,1
26297,0
106407,1
45355,0
103716,1
86932,1
5228,0
36446,0
72253,0
110797,1
31332,0
12633,0
83864,1
50938,0
469,0
51572,0
73592,0
22426,0
69968,0
102083,1
70376,0
107224,1
104680,1
112695,1
9924,0
9710,0
108821,1
53292,0
73189,1
41151,1
103266,1
32715,0
68393,0
80420,0
20408,0
101085,1
52804,0
73107,0
83002,1
33211,0
41313,0
36481,0
43240,0
20498,0
4507,0
86808,1
84875,1
62769,0
80245,0
36443,1
44976,1
96520,1
88420,1
59120,0
56811,0
55700,0
89755,1
111917,1
30789,0
104051,1
19431,0
11102,0
73858,0
56110,0
52925,0
109026,1
31587,0
97948,1
2659,0
91259,0
53267,0
35919,0
65999,0
25181,0
97950,1
54445,0
19423,0
108570,1
71029,0
68345,1
34221,0
103996,1
19875,0
23136,0
61991,0
99235,0
1581,0
18028,0
113331,1
81502,0
72537,0
33278,1
83431,1
15756,0
78043,0
55980,0
54760,0
61035,1
36525,0
104693,1
41012,0
29799,0
78463,0
83970,1
111096,1
74165,0
33256,0
58679,0
23438,0
11360,0
66141,1
10695,0
1445,0
110625,1
94805,1
87899,1
85112,1
90954,1
92071,1
1317,0
71824,0
72965,0
6353,0
34580,0
63091,0
6079,0
27790,0
92605,1
20033,0
74675,0
87750,1
13349,0
12082,0
24654,0
37943,0
19273,0
27779,0
33472,0
50265,0
35463,0
55273,0
418,0
91600,1
42897,1
87190,1
92365,1
65407,0
48014,0
71384,0
53067,0
83533,1
32369,0
80831,0
55062,0
34199,0
17174,0
49338,1
104773,1
44108,0
23013,0
106155,1
15786,1
53113,0
36506,0
114040,1
47809,0
4752,0
30020,0
32280,1
20290,0
66311,1
79143,0
791,0
67821,0
98867,1
4651,0
93528,1
34622,0
96359,1
53140,0
12723,0
65537,0
87088,1
75005,0
43112,0
8859,0
104471,1
60916,0
51538,1
64997,1
59865,0
94173,1
77535,0
75311,0
21108,0
21877,0
38516,0
77577,0
9090,0
28069,0
65851,0
13580,0
32251,0
20493,0
113834,1
19225,0
7907,0
91385,1
43753,0
36412,0
46031,0
2281,0
40752,0
70969,0
13669,0
54694,0
78573,0
37917,0
32431,0
5282,0
41786,0
42807,0
16295,0
23409,1
2270,0
61067,0
66989,0
51375,0
102799,1
50362,0
64318,0
48788,0
42400,0
5928,0
104229,1
58606,0
14221,0
19536,0
92163,1
5147,0
9601,0
14540,0
7441,0
53966,1
41681,0
104733,1
108564,1
61490,0
111134,1
5759,0
113678,1
77571,0
104018,1
85956,1
12087,0
44669,0
67488,1
105501,1
65416,0
25593,0
92653,1
64080,0
58576,0
37278,1
42044,0
111047,1
103482,1
106101,1
1192,0
69872,0
78814,0
85738,1
12460,0
71838,0
66820,0
60217,0
52096,0
29266,0
29703,0
67603,0
30906,0
103209,1
106778,1
9543,0
80461,0
57457,0
47008,0
17098,0
83200,1
30465,0
27171,0
4213,0
72082,0
43750,0
82358,1
31700,0
4287,0
52831,1
4260,0
13803,0
113781,1
18667,0
30472,0
103651,1
62269,0
32747,0
99993,1
73500,0
14197,0
65180,1
102787,1
96775,0
11676,0
57783,0
24571,0
85005,0
70837,0
87403,1
94729,1
86540,1
5511,0
106506,1
88731,0
108365,1
25506,0
87484,0
6519,0
14707,0
90700,1
1743,0
43613,0
97964,1
88267,1
18655,0
17603,0
88666,1
45492,0
111121,1
60181,0
42322,0
86696,1
92240,1
114565,0
54674,0
109284,1
94234,1
56148,0
9642,0
93053,1
62231,1
109124,1
24619,0
84651,1
20575,0
113088,1
63793,1
12038,0
29842,0
110869,1
30056,0
16904,0
97029,1
35324,1
67256,0
59219,0
109152,1
56145,0
57762,0
78697,0
106074,1
103271,1
86740,1
33186,0
82485,1
56352,0
80439,1
88369,1
53510,1
44348,0
49977,0
95662,0
39371,0
51838,0
61757,0
104557,1
10619,0
53435,1
43019,1
68330,1
102976,1
100034,1
20248,0
67679,0
33696,0
29960,0
71266,0
105329,1
68268,0
2539,0
41006,0
99494,1
84837,1
6272,0
5677,0
660,0
61107,0
81542,0
85643,1
40682,0
47909,0
44553,0
90828,0
42179,1
94779,1
34858,0
69459,0
28540,0
45737,0
61077,0
52966,1
6603,0
221,0
81673,1
20004,0
16086,0
48358,0
74799,0
30538,0
83945,1
70955,0
4048,0
111911,1
61788,0
97131,1
25530,0
98184,1
60865,0
101589,1
114079,1
40317,0
45796,0
56192,0
36108,0
5365,0
44151,0
5881,0
14969,0
42965,0
113361,1
95562,1
34178,0
53616,0
113637,1
97087,1
59057,0
47314,0
58082,0
51954,1
62964,0
20053,0
50122,1
15973,0
25552,0
100822,1
103726,1
43953,0
36588,0
69017,0
67564,0
76789,0
4161,0
86547,0
52830,1
72831,0
50480,1
7228,0
1062,0
36483,0
109856,1
88297,1
25400,0
80667,1
106417,1
80703,0
7910,0
70459,0
61485,1
32819,0
111861,1
51411,0
74691,0
27891,0
67648,0
108784,1
72434,0
111848,1
105957,1
60613,0
42425,0
105072,1
92314,1
95321,1
45802,0
4259,0
28473,0
82601,1
34519,0
7379,1
16157,0
52915,1
11521,0
35661,0
26219,0
58034,0
20686,0
92469,1
68287,0
65414,0
24747,0
26999,0
12935,0
58389,0
7679,0
73061,0
22192,0
55049,0
98546,0
71814,0
1963,0
83735,1
73983,0
47371,0
55842,0
7093,0
58617,0
50598,0
114502,0
96572,1
33429,0
16291,0
17507,0
73966,0
95968,1
31607,0
27141,0
33553,0
15269,0
36284,0
45951,0
37436,1
61878,0
99442,0
32484,1
76052,0
84230,1
109125,1
63394,0
59639,0
54633,0
71640,0
49623,0
61060,0
53358,1
35959,0
13161,0
112378,1
884,0
94502,1
59530,0
100288,0
78566,0
19472,0
97738,1
71991,0
83792,1
53550,0
107392,1
51055,1
53493,0
72799,0
93234,1
72686,0
16711,0
97186,1
101379,1
64755,0
73774,0
4999,0
96908,0
44803,0
84212,0
63400,0
25375,0
113942,1
56952,1
33092,0
91557,0
59128,0
94217,0
109845,1
23189,0
100660,1
30181,0
12717,0
11790,0
111850,1
104951,1
96694,1
99860,1
80929,1
107714,1
79337,0
816,0
100426,1
14836,0
3182,0
79301,1
26990,0
67861,0
108278,1
14367,0
26397,0
87152,1
35042,0
7486,0
28994,0
89906,0
13543,0
8020,0
2463,1
76369,0
20757,0
67964,1
37816,0
30156,0
57345,0
25451,0
71188,0
66940,0
71630,0
35958,1
94149,1
34246,0
64408,0
68292,0
59438,1
26462,0
45873,0
77323,0
64458,0
14365,0
104907,1
7598,0
10433,0
5442,0
77042,0
108478,1
37344,0
4104,0
71237,0
42867,0
19031,0
85656,1
37799,0
90264,1
72924,0
41386,0
43303,0
55060,0
99945,1
16876,0
102704,1
59403,0
113969,1
66562,0
61400,1
23310,1
36991,0
87204,1
85826,1
22634,0
29357,1
62057,0
71438,0
70026,1
6427,0
76307,0
96486,1
62682,0
3128,0
90185,1
59378,0
63626,0
23989,0
88281,0
96537,1
85729,1
103039,1
36977,0
58940,0
2299,0
68591,0
81287,1
40,0
44004,0
91558,1
12744,0
113810,1
58527,0
46117,0
38540,1
27693,0
38088,0
111683,1
52204,0
22736,0
23001,0
11347,0
37462,0
90314,1
36277,0
95097,0
12459,0
17552,0
90714,1
16161,0
68122,0
36730,0
72499,0
77132,0
95089,0
12207,0
33377,0
92337,0
56529,0
42710,0
104178,1
9646,0
5459,0
32201,0
110357,1
97030,1
31043,0
95950,1
22827,0
100015,1
103080,1
3061,0
17223,0
57860,0
12927,0
86946,1
13568,0
37120,0
71177,0
97755,1
22545,0
56940,0
110214,1
13748,0
4055,0
101925,1
113873,1
96892,0
18098,0
91298,1
12285,0
94635,1
35002,1
114386,0
16055,0
109564,1
75708,1
37788,0
37679,0
99023,0
111858,1
20787,0
631,0
10446,0
16355,0
111938,1
31375,0
34203,0
69215,0
8882,0
110608,1
76872,1
113316,1
32976,0
27559,1
49902,0
71413,0
109755,1
109774,1
62496,0
3753,0
10415,0
24234,0
35359,0
107014,1
15030,0
1414,0
108942,1
113398,1
111006,1
88627,1
82929,1
44565,0
36286,0
87650,1
43810,0
76921,1
22640,0
74544,0
8889,0
89903,0
112760,1
54281,0
76238,0
110072,1
7822,0
82306,1
105139,1
28400,0
76980,0
53087,1
72664,0
46476,0
5092,0
74184,0
9234,0
1946,0
55688,0
18506,0
3329,0
114434,0
29056,1
28357,0
75050,0
78567,0
110141,1
3550,0
61518,1
30909,0
89813,1
28380,0
53692,0
31548,0
66874,0
20120,0
63846,0
32552,0
101670,1
75294,0
23371,0
25010,0
47894,1
53665,1
8546,0
89323,0
109938,1
33075,0
42620,0
114706,0
67388,0
96877,1
45399,0
101699,1
62686,0
71641,0
85633,1
73098,0
93972,1
70296,1
51447,0
25005,0
88538,1
46535,0
85984,1
34805,0
64042,0
28817,0
52921,1
72667,0
64370,0
19962,0
45968,0
63263,0
32686,1
10498,0
71365,0
25009,0
15590,0
49357,0
27906,0
54293,0
73115,0
9227,0
69152,0
5701,0
97903,1
111386,1
111524,1
22843,0
42672,0
101718,1
72338,0
36112,0
2937,0
28589,0
11517,0
31128,0
30057,0
48590,0
35351,0
21716,0
83121,1
20035,0
12165,0
83534,1
38775,1
88921,1
63051,1
2192,0
1176,0
49387,0
80346,0
83246,1
93465,1
26727,0
11619,0
111619,1
31078,0
64777,1
37440,0
78178,0
56912,0
4850,0
57566,0
70179,1
1847,0
23503,0
72263,0
12278,0
45812,1
114504,0
9863,0
106551,1
25058,0
48167,0
104547,1
33210,0
5002,0
78806,0
8800,0
93854,1
27316,0
42901,0
86820,1
93561,0
76990,1
24032,0
103816,1
48271,1
22348,0
99207,0
98333,0
91055,1
86073,1
57582,0
48245,0
2419,0
50349,0
94691,1
33303,0
113773,1
44690,0
50570,0
71730,0
65494,0
72029,0
94417,1
36192,0
16628,0
85996,1
49493,0
64848,0
44431,0
114637,0
40077,0
4155,0
42775,0
71682,0
105000,1
71786,1
18669,0
105533,1
59939,0
114745,0
39679,0
76710,0
73982,0
113665,1
68798,0
21755,0
89570,1
56700,0
19176,0
21186,0
71157,1
36129,0
97107,1
96949,0
111326,1
71983,0
108229,1
104705,1
52934,0
77602,0
55056,0
10394,1
100624,1
74618,0
9214,0
80176,0
61933,1
89149,1
90680,1
73568,0
74054,0
49607,0
41159,0
114604,0
30910,0
33473,0
21644,0
42880,0
84243,1
73369,0
73606,0
100380,0
16998,0
21127,0
101528,1
34109,0
39473,0
95424,1
849,0
25344,0
36439,1
77129,0
49377,0
3929,0
88810,1
16557,0
94555,1
14837,0
76037,0
104036,1
76774,0
85652,1
3465,0
32300,0
41973,0
68520,0
64341,1
66446,0
42611,0
59337,0
77065,0
5050,0
73575,0
58345,0
50557,1
8210,0
93508,1
87672,1
114784,0
89931,1
73495,0
111137,1
86749,1
94208,1
60048,0
34052,0
16822,0
16975,0
63524,0
66839,0
31601,0
105628,1
33004,0
23967,0
16810,0
100677,1
113014,1
31106,0
69809,0
49254,0
87630,1
64959,1
37706,0
98670,1
65876,0
73926,0
48578,1
17341,0
22279,0
97084,1
76044,0
11030,0
32790,0
27412,0
40348,0
14206,0
40840,0
99355,0
69736,0
92461,1
61707,0
96637,1
32352,0
41011,0
46204,1
39194,0
17916,0
36695,1
32131,0
58588,1
90722,1
54183,0
31982,0
43491,0
53968,0
3247,0
85801,1
91430,1
8236,0
37341,0
35317,0
50998,1
11321,0
68566,0
92354,1
97593,1
75997,0
93211,1
23876,0
38177,0
2399,0
101975,1
75140,0
62297,0
22236,0
10866,0
79330,1
30064,0
49441,0
28968,0
84691,1
34177,0
15369,0
10948,0
13656,0
16297,0
71629,0
53379,0
58827,0
48160,1
1807,1
23103,0
97457,1
113955,1
16363,0
13383,0
912,0
71620,0
72165,0
106521,1
106207,1
55166,0
13812,0
9742,0
67374,0
31229,0
69975,1
21449,0
105094,1
83527,1
17594,0
69924,0
54654,0
45200,0
58716,1
105183,1
67522,0
40236,1
106454,1
82086,1
51810,0
87673,0
45710,0
94264,1
48423,0
11470,0
4785,0
2941,0
70381,1
31517,0
18514,0
7369,0
87545,1
1275,0
55151,0
83305,1
5142,0
106444,1
96475,1
76901,0
38006,0
45674,0
108930,1
80468,0
80035,0
23679,0
38494,0
62586,0
32499,0
77531,0
75485,0
41242,0
106073,1
34222,0
106040,1
54535,0
62312,0
67645,0
75091,0
62989,0
27505,0
53923,1
26775,0
92565,1
13864,0
69034,1
84941,1
17164,0
69394,0
112599,1
108995,1
87557,1
17157,0
66539,0
14399,0
34803,0
112070,1
68003,1
63753,1
98348,0
90987,1
95273,0
58402,0
52844,0
1320,0
2268,0
31396,0
32868,0
90390,1
97757,1
65360,0
90346,1
13376,0
108076,1
54910,0
24997,0
68835,0
91533,1
97247,1
52531,1
93713,1
59732,0
34158,0
97294,1
79793,0
102130,1
19554,0
96376,1
65722,1
92462,1
75590,0
9273,0
96585,1
59923,0
1073,0
82459,1
51129,0
34931,0
60721,0
34525,0
75219,0
69853,0
58607,0
43808,0
33614,0
114283,0
61017,0
97433,1
14101,0
103,0
17450,0
78712,0
75374,1
17020,0
39421,0
48222,0
73453,1
95801,1
107030,1
24638,0
40478,0
47941,0
22989,0
64730,0
101159,1
24658,0
66278,0
12468,0
95594,1
113021,1
67077,0
621,0
112183,1
94960,1
13892,0
68708,1
80709,0
74135,0
67021,0
33731,0
91417,0
12396,0
36959,0
8817,0
81448,0
109797,1
15868,0
1607,0
95912,1
22619,0
38160,1
97765,1
20593,0
58833,0
51765,0
58347,0
87187,1
85990,1
22059,0
19216,0
42394,0
29443,0
1199,0
62490,0
41120,0
62462,1
24481,0
103683,1
91769,1
67585,0
27769,0
43747,1
51969,0
25044,0
42032,1
78853,0
68391,1
52086,0
29278,0
58570,0
67141,0
7814,0
1555,0
6768,0
77932,0
70830,0
69352,0
53536,1
85170,1
79761,0
77952,0
46546,0
72319,0
71785,1
73580,1
62416,0
51018,0
36463,0
81925,1
921,0
11873,0
63715,0
61115,0
62336,0
52480,0
110667,1
2600,0
41297,1
32571,0
112407,1
74812,0
89666,1
36263,0
111328,1
87775,1
81601,0
2261,0
103971,1
23357,0
24328,0
106759,1
82269,1
65035,0
110962,1
25249,0
41706,0
62995,0
12638,0
30564,1
61502,0
39497,0
28494,0
86413,1
113714,1
95887,1
61532,1
109543,1
110600,1
76727,0
75910,0
99291,0
39490,0
79776,0
35680,0
21697,0
59476,0
58715,0
113106,1
4519,0
89819,1
42137,0
92740,0
16178,0
9547,0
97476,1
14654,0
84140,1
53780,0
15493,0
22477,0
22441,0
16753,0
67519,1
80573,0
64195,0
60961,0
22744,0
105814,1
56450,0
34470,1
208,0
27297,1
104654,1
6384,0
18523,0
45027,0
16941,0
64877,0
41201,0
112604,1
73502,0
4571,0
34362,0
68441,0
36821,0
63531,0
55203,0
102064,1
27627,0
114700,0
8321,0
7770,0
82722,1
71852,0
19178,0
109397,1
112446,1
2797,0
42912,0
18426,0
33261,1
50779,1
69059,0
98520,0
35330,0
34718,0
114580,0
48873,0
6693,0
88694,1
79941,0
35147,0
74073,0
63033,0
93433,0
72873,0
56892,0
39873,0
53117,1
86831,1
68791,0
58430,0
60352,0
98420,0
6564,0
9644,0
40790,0
46297,0
10464,0
2104,0
33832,0
30824,0
99561,1
101504,1
17994,0
75587,1
28650,0
31877,0
107461,1
76761,0
16063,0
81612,1
57703,0
44303,0
90658,1
85531,1
14517,0
77905,0
14878,0
30067,0
40836,0
44891,1
62650,1
49638,1
29407,0
4522,0
46341,0
68720,0
66808,0
35045,0
66984,1
69838,0
38788,0
26026,0
60943,0
71340,0
20360,0
37433,0
83794,1
80298,1
46167,0
62368,0
98282,1
99614,1
99846,1
100404,0
94195,1
16082,0
3620,0
27198,0
114253,0
48134,1
98647,1
27339,0
105396,1
50293,0
104360,1
27229,0
89553,1
94628,0
96919,0
44615,0
59934,0
110428,1
49718,0
73728,0
99408,0
71514,0
21497,0
24547,0
92639,0
31430,0
78289,0
84396,1
36174,1
11530,0
55788,0
50655,0
11663,0
113469,1
78238,1
50367,0
73379,1
81020,0
80289,0
56576,0
65592,0
112728,1
8599,0
72372,0
90465,0
100612,1
108051,1
2488,0
71355,0
97876,1
73317,1
60798,0
99444,0
58004,0
82815,1
4005,0
5808,0
101803,1
44626,0
58270,0
61286,0
101171,1
50782,0
80693,0
50095,1
67213,0
70238,0
17924,0
58923,0
92371,1
24678,0
88247,1
71364,0
8313,0
42630,0
32994,1
64587,0
85884,1
47884,0
59006,0
20708,0
66103,0
2813,0
21239,0
24690,0
9262,1
69312,0
36293,1
55941,0
58249,0
23250,0
102689,1
103855,1
82272,1
83330,1
27581,0
111759,1
55594,0
89616,1
14132,0
17713,0
67211,0
19544,0
20317,0
44411,0
34945,0
74839,0
85538,1
66433,0
30507,0
10326,0
92992,1
52583,0
12106,0
85622,1
3111,0
15123,0
85000,1
45720,0
38847,1
5501,0
100878,1
21223,0
29293,0
96417,1
97405,1
14881,0
78728,0
55211,0
93246,1
35786,0
87705,1
24444,0
87208,1
31926,0
110206,1
35500,0
77346,1
64021,1
70938,0
23133,0
22394,0
48813,0
83127,1
101164,1
81133,1
48256,0
104438,1
100939,1
90964,1
8877,0
82973,1
55529,0
89414,1
58739,0
46964,1
59075,0
80974,0
44527,0
47918,0
31853,0
31758,1
31450,0
17385,0
8720,0
60431,0
76690,0
26802,0
3989,0
35809,0
93219,1
107268,1
89497,1
61015,0
54337,0
50007,0
80562,0
84701,1
114445,0
17477,0
5852,0
53209,1
66740,1
20316,0
87553,0
63029,0
114682,0
79802,1
107148,1
59772,0
17146,0
57355,1
60397,0
36986,0
18583,0
32047,0
92418,1
33753,0
1030,0
19459,0
114479,0
107657,1
37853,1
53051,0
2470,0
7162,0
16172,0
72275,0
48639,0
83157,1
56920,0
30452,0
20450,0
36653,0
32612,0
45524,0
105989,1
75685,0
38732,0
101445,1
4209,0
50956,1
101383,1
16197,0
80665,0
23620,0
86109,1
35364,0
25264,0
76263,0
98563,0
14860,0
75004,0
41969,0
65143,1
3388,0
39254,0
27293,0
78423,0
20737,0
92351,1
94443,1
18649,0
101078,1
63433,0
10373,1
96656,0
84407,1
82585,1
22667,0
111499,1
50962,0
54004,0
23769,0
30731,0
54081,0
9102,0
111226,1
51479,0
9434,0
82614,1
68682,0
87354,1
20387,0
70478,0
97822,1
71781,0
15893,0
24174,0
77249,0
20767,0
82247,1
60804,0
64062,0
16900,0
26885,0
36145,0
6093,0
86575,1
28171,0
52074,1
105675,1
24817,0
21348,0
34513,0
96857,1
114524,0
79015,0
36853,0
51996,0
101006,1
26836,0
12801,0
5335,0
40645,0
24176,0
2613,0
79629,0
14850,0
113753,1
25198,0
42822,0
56020,0
65712,0
84180,1
101099,1
114623,0
19976,0
55103,0
27911,0
28780,0
684,0
50796,1
16433,0
81232,0
43354,0
51953,1
13215,0
54275,0
18544,0
112818,1
86857,1
12847,0
40021,0
65194,0
47330,1
38844,1
87751,1
41531,0
52414,0
58491,0
101138,1
39705,0
101282,1
111663,1
62384,0
67697,0
36025,0
71069,0
36541,0
65295,0
42619,0
24303,0
23982,0
59897,0
98850,0
39233,0
76682,0
102619,1
11168,0
37336,0
16100,0
59376,0
80499,1
93134,0
28189,0
91728,1
100374,0
64202,0
105556,1
31743,0
106046,1
114453,0
46676,0
101066,1
49010,0
17193,0
29705,0
38593,0
74110,0
30151,0
67818,0
11772,0
68648,0
113933,1
69475,0
112380,1
70934,0
35113,0
73554,0
35,0
892,1
96346,1
33699,0
82545,1
88896,1
12795,0
29534,0
4759,0
92077,1
74203,0
80865,0
64075,0
59232,0
33551,0
11300,0
80334,1
53756,0
77765,0
45602,0
87175,0
8807,0
38618,1
73011,0
78251,0
17827,0
31210,0
20815,0
40793,0
54996,0
39212,0
34706,0
64290,0
71694,0
108547,1
97100,1
15390,0
82629,1
108831,1
73446,0
67487,0
22039,0
48452,0
35036,0
110049,1
41775,0
43837,0
47810,0
38686,0
61928,0
81227,0
30766,0
11194,0
109374,1
96600,0
59844,1
109482,1
45192,0
97230,1
111479,1
107439,1
93551,1
32261,0
104122,1
25678,0
16986,0
77438,1
93203,0
114720,0
79338,0
15448,0
109244,1
38832,0
61359,0
83850,1
108299,1
10030,0
109575,1
24025,0
29238,0
83353,1
96377,1
79449,0
11155,0
114374,0
22003,0
114070,1
94334,1
34057,0
98809,1
49343,0
85410,1
46529,0
78944,0
86810,1
16970,0
102934,1
57671,0
81696,0
114481,0
49258,1
88246,1
82437,1
111910,1
62078,0
93275,1
13759,0
42570,0
16422,0
92701,1
44558,0
51952,0
48053,0
90303,1
27373,0
6010,0
70406,1
75482,0
53591,0
97751,1
70527,0
461,0
3971,0
41053,0
50802,0
41722,0
69911,0
74038,1
95020,1
107750,1
18825,0
1637,1
106325,1
16999,0
88821,1
6424,0
35306,0
23112,0
5172,0
10482,0
114780,0
92964,1
77811,0
84393,1
43819,1
15273,0
36776,0
112021,1
82439,1
49731,0
28238,0
73301,1
38364,0
32891,0
45994,0
107895,1
89006,1
90002,0
46382,0
59678,0
16236,0
92858,1
40013,0
34244,0
85420,0
49295,0
87981,1
21234,0
112200,1
13151,0
35182,0
53246,0
31241,0
111129,1
4196,0
39520,1
21363,0
108751,1
49589,1
68050,0
20582,0
68805,1
5960,0
9468,0
6334,0
110782,1
11322,0
79529,0
24313,0
60506,1
75822,0
2326,0
26125,0
27728,0
112515,1
100355,0
4622,0
113877,1
44235,0
86359,1
19139,0
102944,1
12070,0
4392,0
103519,1
