,댓글,악플여부,출처
4021,남상병 멋지십니다,0,./data\김계란.csv
1828,전시회엔 이 친구,0,./data\subusunews.csv
5306,형 손만 선텐해쒀,0,./data\김계란.csv
12231,끝까지 지지합니다,0,./data\문재인.csv
4186,둥근해가 떳습니다,0,./data\김계란.csv
4187,아 계란 상하겠네,0,./data\김계란.csv
9068,꼭 건강하셔야해요,0,./data\문재인.csv
1080,넘모 넘모 놀랬다,0,./data\subusunews.csv
10062,화이팅 건강하세요,0,./data\문재인.csv
7806,언제나 응원합니다,0,./data\문재인.csv
1985,와우 언니 꼭 사,0,./data\subusunews.csv
1138,똘아이들인가 이거,2,./data\subusunews.csv
4320,테라 광고 땄구만,0,./data\김계란.csv
6174,흰수염 해적단ㄷㄷ,0,./data\김계란.csv
4037,위국헌신 군인본분,0,./data\김계란.csv
9547,개히바락 뻘건쇠키,1,./data\문재인.csv
12292,대통령님 힘내세요,0,./data\문재인.csv
6184,미우새 짱재밌어요,0,./data\김계란.csv
8995,대통령님 힘내세요,0,./data\문재인.csv
6067,가슴이 웅장해진다,0,./data\김계란.csv
1999,와 이정도네 이게,0,./data\subusunews.csv
2001,바이럴 광고인가요,0,./data\subusunews.csv
4028,풍성아아아니 충성,0,./data\김계란.csv
6061,드디어 결성되었다,0,./data\김계란.csv
10219,코로나 조심하세요,0,./data\문재인.csv
12363,왜 이걸안해주나요,0,./data\문재인.csv
3023,애를저렇게 만드냐,0,./data\ytnnews.csv
8903,언제나 응원합니다,0,./data\문재인.csv
1300,아오 왜저래 ㅋㅋ,0,./data\subusunews.csv
12815,우리나라 좋은나라,0,./data\문재인.csv
6422,와 맴버가 ㅎㄷㄷ,0,./data\김계란.csv
5018,진짜 수염 아니죠,0,./data\김계란.csv
2276,와대전 개소름돋아,0,./data\subusunews.csv
1687,어쩐지 시끄럽더라,0,./data\subusunews.csv
10489,이건 뭐야 민기내,0,./data\문재인.csv
2275,헐 부산은 저러냐,0,./data\subusunews.csv
5914,난직에 들어바야지,0,./data\김계란.csv
1256,코로나만 니네꺼야,0,./data\subusunews.csv
6415,오늘 봤다 계란형,0,./data\김계란.csv
12028,재앙 재앙 대재앙,1,./data\문재인.csv
1255,얘가 자꾸 선넘네,1,./data\subusunews.csv
7576,멋져요 고맙습니다,0,./data\문재인.csv
13320,저희가 응원합니다,0,./data\문재인.csv
3634,다이나믹 2020,0,./data\고영욱.csv
5412,개 귀엽다 형아야,0,./data\김계란.csv
5428,미쳤네 손 왜저래,0,./data\김계란.csv
8915,언제나 존경합니다,0,./data\문재인.csv
6370,커헉 비형님 존잘,0,./data\김계란.csv
5400,소 손이 폭발한다,0,./data\김계란.csv
13324,제발 도와 주세요,0,./data\문재인.csv
10544,왜케 나대고 다녀,2,./data\문재인.csv
14000,대통령님 감사해요,0,./data\문재인.csv
6379,오른쪽끝 김병만임,0,./data\김계란.csv
1023,갱지들 너무 착해,0,./data\subusunews.csv
6427,김계란동생 김수박,0,./data\김계란.csv
9919,대통령 때려치워라,0,./data\문재인.csv
13981,대통령님 힘내세요,0,./data\문재인.csv
2346,창서비가 말햐준거,0,./data\subusunews.csv
3730,주빵소통 하자 형,0,./data\고영욱.csv
4361,즐거운 추석되세요,0,./data\김계란.csv
8169,문제를 해결하세요,0,./data\문재인.csv
5903,네모의꿈도 좋아요,0,./data\김계란.csv
1698,마져 이러지않앗어,0,./data\subusunews.csv
8895,항상 응원드립니다,0,./data\문재인.csv
491,헐 와 화가나네요,0,./data\JTBCNEWS_인스타_댓글_1116.csv
2351,헐 지금 첨알았다,0,./data\subusunews.csv
13983,대통령님 힘내세요,0,./data\문재인.csv
6397,조합보소 ㅋㅋㅋㅋ,0,./data\김계란.csv
10508,대통령님 최고예요,0,./data\문재인.csv
5935,오옹 들어봐야게따,0,./data\김계란.csv
8148,연예인이야 싸이야,0,./data\문재인.csv
4369,술 근손실나는데요,0,./data\김계란.csv
9925,왜 욕함 야그드라,0,./data\문재인.csv
3647,미친거아닌가 진짜,0,./data\고영욱.csv
10512,대통령님 힘내세요,0,./data\문재인.csv
8905,Notice us,,./data\문재인.csv
9929,대통령님 힘내세요,0,./data\문재인.csv
9915,대통령님 힘내세요,0,./data\문재인.csv
5887,힘드십니까 계란님,0,./data\김계란.csv
5057,손 탄거봐 ㅋㅋㅋ,0,./data\김계란.csv
5960,미운 오리 ㅋㅋㅋ,0,./data\김계란.csv
13318,대통령님 힘네세요,0,./data\문재인.csv
12016,힘내세요 대통령님,0,./data\문재인.csv
6453,계란님 안쉴꺼에요,0,./data\김계란.csv
661,와 저럴수가 있나,0,./data\kbs댓글.csv
9905,대통령님 힘내세요,0,./data\문재인.csv
4336,저도 술은 배달만,0,./data\김계란.csv
7462,대통령님 힘내세요,0,./data\문재인.csv
7461,대통령님 힘내세요,0,./data\문재인.csv
3618,소통ㅁㅊㅅㄲ ㅡㅡ,1,./data\고영욱.csv
373,너무 착하고 기엽,0,./data\JTBCNEWS_인스타_댓글_1116.csv
2262,난 몰라 난 몰라,0,./data\subusunews.csv
2238,이고 내가 말한거,0,./data\subusunews.csv
1678,어쩐지 시끄럽더라,0,./data\subusunews.csv
13317,늘 건강 챙기세요,0,./data\문재인.csv
9959,일 열심히 하는척,1,./data\문재인.csv
5012,계란오빠 사랑해요,0,./data\김계란.csv
9617,점점점으로 말안함,0,./data\문재인.csv
7456,언제나 존경합니다,0,./data\문재인.csv
6355,가짜 사나이 까비,0,./data\김계란.csv
4323,숙제하는 아조씨야,0,./data\김계란.csv
13326,대통령님 힘내세요,0,./data\문재인.csv
8147,쌩쑈한다 ㅋㅋㅋㅋ,2,./data\문재인.csv
12838,대통령님 힘내세요,0,./data\문재인.csv
3700,촤하하하 정신력갑,0,./data\고영욱.csv
9920,대통령님 힘내세요,0,./data\문재인.csv
10438,대통령님 힘내세요,0,./data\문재인.csv
5030,여친있는 김부랄씨,1,./data\김계란.csv
370,사랑스러운 구름이,0,./data\JTBCNEWS_인스타_댓글_1116.csv
6406,잠시대기 잠시대기,0,./data\김계란.csv
5429,손이 왜 빨간건데,0,./data\김계란.csv
7586,국민을 위한 정치,0,./data\문재인.csv
10555,얼마나 사랑스러운,0,./data\문재인.csv
13052,미세먼지 없애라고,0,./data\문재인.csv
11088,중국대통령 문재인씨,0,./data\문재인.csv
5917,형 누구 묻어버리게,0,./data\김계란.csv
10250,대통렴님 감사합니다,0,./data\문재인.csv
12788,나라에 이바지하는데,0,./data\문재인.csv
11106,역대 최악의 대통령,0,./data\문재인.csv
10265,대통령님 응원합니다,0,./data\문재인.csv
1146,미세먼지 가져가세요,0,./data\subusunews.csv
10484,보건소거기 어디에요,0,./data\문재인.csv
3544,잘알봐나는 문제없오,0,./data\ytnnews.csv
13453,대통령님 응원합니다,0,./data\문재인.csv
6512,이근 대위옆 비아님,0,./data\김계란.csv
1014,진짜 짱이쁘네 얘네,0,./data\subusunews.csv
10652,그만 디지락 죄앙악,2,./data\문재인.csv
8650,사랑합니다 대통령님,0,./data\문재인.csv
10480,신천지교주님 힘내셈,0,./data\문재인.csv
6201,어느 헤어샾다니세요,0,./data\김계란.csv
229,이러니 미국미국하지,0,./data\JTBCNEWS_인스타_댓글_1116.csv
6180,와우꽥꽥이 아저쒸야,0,./data\김계란.csv
428,월세1억 ㄷ ㄷ ㄷ,0,./data\JTBCNEWS_인스타_댓글_1116.csv
3996,조두순이랑 소통해라,0,./data\고영욱.csv
6049,저분 남창희씨인가요,0,./data\김계란.csv
10671,응원하고 지지합니다,0,./data\문재인.csv
1283,이따가 보게 답글좀,0,./data\subusunews.csv
12687,회사는 다니시는가들,0,./data\문재인.csv
9821,와 마스크 ㅋㅋㅋㅋ,0,./data\문재인.csv
10267,쇼문괴질 체포 사형,1,./data\문재인.csv
6806,형님 몸 건강하십쇼,0,./data\김계란.csv
4029,필승 군인들 힘내길,0,./data\김계란.csv
13787,훠훠훠 안녕하셰요오,0,./data\문재인.csv
6203,김종국 vs 양치승,0,./data\김계란.csv
6420,UBD vs UDT,0,./data\김계란.csv
6811,건강 잘 회복하세요,0,./data\김계란.csv
5718,미쳤다 30ㅋㅋㅋㅋ,0,./data\김계란.csv
4456,계란이도 테슬인건ㄱ,0,./data\김계란.csv
5915,없던 가오가 생긴다,0,./data\김계란.csv
13616,이런 멋진 대통령님,0,./data\문재인.csv
5847,마지막 장면이 생각,0,./data\김계란.csv
951,군산이래 여기 알아,0,./data\subusunews.csv
4616,계란 익는다 귀여워,0,./data\김계란.csv
10486,대통령 님 사랑해요,0,./data\문재인.csv
11078,한달전 응원이 무색,0,./data\문재인.csv
3152,사람이 제일 무섭다,0,./data\ytnnews.csv
9191,요거 싱가폴 아니야,0,./data\문재인.csv
9145,편안한 추석보내세요,0,./data\문재인.csv
10239,대통령님 화이링임다,0,./data\문재인.csv
11100,대통령님 감사합니다,0,./data\문재인.csv
8842,주먹으로 아구창 좀,2,./data\문재인.csv
6051,어제 본방사수했어용,0,./data\김계란.csv
8654,상넘아 웃음이나오냐,0,./data\문재인.csv
3685,이거 개똘아이네ㅡㅡ,2,./data\고영욱.csv
10246,더불어 민주당 만세,0,./data\문재인.csv
4615,데일리 빡ㅋㅋㅋㅋㅋ,0,./data\김계란.csv
6206,형이라고 불러주세요,0,./data\김계란.csv
6522,와 신선한 조합이다,0,./data\김계란.csv
11103,마스크나 더 구해요,0,./data\문재인.csv
4628,해석하면 날달걀이군,0,./data\김계란.csv
10248,조작선거가 한몫한듯,0,./data\문재인.csv
6190,찐으로 감동했습니다,0,./data\김계란.csv
8656,함께 응원하겠습니다,0,./data\문재인.csv
10756,응원합니다 힘내세요,0,./data\문재인.csv
9187,대통령님 건강하세요,0,./data\문재인.csv
4676,조명이 너무 많네요,0,./data\김계란.csv
1106,한글로만으론 안될듯,0,./data\subusunews.csv
8869,오 거프 무장색인줄,0,./data\문재인.csv
12640,문재인 항문이 좋지,2,./data\문재인.csv
11194,건강 유의하세요ㅠㅠ,0,./data\문재인.csv
1006,아이구 착해 아이구,0,./data\subusunews.csv
13570,서민들 생각 합시다,0,./data\문재인.csv
8866,존경합니다 대통령님,0,./data\문재인.csv
10554,문통님항상 감사해요,0,./data\문재인.csv
5864,오이 쓰빠빠 브라더,0,./data\김계란.csv
6119,헬스클럽 창설인가요,0,./data\김계란.csv
8856,대통령님 응원합니다,0,./data\문재인.csv
10156,해외유입 막아주세요,0,./data\문재인.csv
9061,사랑하고 존경합니다,0,./data\문재인.csv
4438,이건 운명이다 진짜,0,./data\김계란.csv
8885,heyo xjsnx,,./data\문재인.csv
13012,대통령님 사랑합니다,0,./data\문재인.csv
13804,아 재수없는 개통령,0,./data\문재인.csv
10153,박근혜정부가 그립다,0,./data\문재인.csv
11200,대통령님 응원합니다,0,./data\문재인.csv
4430,형 그냥 한잔만했네,0,./data\김계란.csv
1101,누나 뭐 먹고 살아,0,./data\subusunews.csv
11244,우리정부 든든합니다,0,./data\문재인.csv
8547,사랑합니다 대통령님,0,./data\문재인.csv
8880,자매 국 지진 발생,0,./data\문재인.csv
4696,치아 미백 광고인가,0,./data\김계란.csv
11233,좋은 대통령이십니다,0,./data\문재인.csv
3032,ㅡㅡ 인간이니 ㅅㅂ,2,./data\ytnnews.csv
10102,ㅋㅋ 거창하네 글만,0,./data\문재인.csv
10569,문태롱령 감사합니다,0,./data\문재인.csv
6455,김치맨 ㅋㅋㅋㅋㅋㅋ,1,./data\김계란.csv
6459,오 자기가말한 그분,0,./data\김계란.csv
13687,대통령님 사랑합니다,0,./data\문재인.csv
4691,세계1호 건치유정란,0,./data\김계란.csv
4425,즐거운 추석 되세용,0,./data\김계란.csv
4427,술마시면 근손실나욥,0,./data\김계란.csv
13088,좋은모습 감사합니다,0,./data\문재인.csv
8555,대통령님 사랑합니다,0,./data\문재인.csv
9357,우한병걸려 뒤지든가,2,./data\문재인.csv
3048,아이엄마의 남자친구,0,./data\ytnnews.csv
9781,ㅋㅋㅋ 웃겨라 ㅋㅋ,0,./data\문재인.csv
5688,삶은 계란 아닌가요,0,./data\김계란.csv
227,부모억장 와르르맨션,0,./data\JTBCNEWS_인스타_댓글_1116.csv
10628,사랑합니다 대통령님,0,./data\문재인.csv
9063,응원합니다 대통령님,0,./data\문재인.csv
13564,문재인대통령님 펭하,0,./data\문재인.csv
3111,진짜 쳐돌은거아니냐,2,./data\ytnnews.csv
6145,으아 꼭 봐야지ㅠㅠ,0,./data\김계란.csv
6075,운동인들은 다형제래,0,./data\김계란.csv
3650,스토리에 공유합니다,0,./data\고영욱.csv
6507,KCM형은 교관인줄,0,./data\김계란.csv
12817,대통령님 존경합니다,0,./data\문재인.csv
6148,계란형 94년생이야,0,./data\김계란.csv
13683,자랑스러운 날입니다,0,./data\문재인.csv
4182,형아 근손실나여ㅠㅠ,0,./data\김계란.csv
6155,ㅎr 본방 못 봤어,0,./data\김계란.csv
6435,이형들 조합은 무엇,0,./data\김계란.csv
3120,ㅡㅡ미틴새끼가 진쨔,2,./data\ytnnews.csv
13607,사랑합니다 대통령님,0,./data\문재인.csv
11129,힘내세요 감사합니다,0,./data\문재인.csv
5697,계란형 화이팅입니다,0,./data\김계란.csv
9009,대통령님 감사합니다,0,./data\문재인.csv
9069,대통령님 건강하세요,0,./data\문재인.csv
9917,존경합니다 대통령님,0,./data\문재인.csv
4648,병아리 부화하는 법,0,./data\김계란.csv
1455,이거 너가 말한거다,0,./data\subusunews.csv
3106,몰랐다는게 이해불가,0,./data\ytnnews.csv
3081,진짜 맴찢이다 화나,0,./data\ytnnews.csv
9036,대통령님 사랑합니다,0,./data\문재인.csv
5690,진짜진짜 기다려진다,0,./data\김계란.csv
10630,삶은 쇼대가릴 팡팡,0,./data\문재인.csv
3635,아직도 팬이 있긴함,0,./data\고영욱.csv
4096,감사합니다 군인분들,0,./data\김계란.csv
4439,형 술마시면 근손실,0,./data\김계란.csv
11165,건강하세요 대통령님,0,./data\문재인.csv
11162,지도력을 보여주소서,0,./data\문재인.csv
4091,너가 왜 좋아요누름,0,./data\김계란.csv
10522,대통령님 응원합니다,0,./data\문재인.csv
10084,오줌은 누고 다니냐,1,./data\문재인.csv
6498,전완근 섹시한거 봐,0,./data\김계란.csv
940,군산 빵먹으러 갈래,0,./data\subusunews.csv
11157,장난하나문재인 염병,0,./data\문재인.csv
4171,진짜 해가 돼 버림,0,./data\김계란.csv
3644,스토리로 공유합니다,0,./data\고영욱.csv
13087,그놈의 북한 ㅋㅋㅋ,0,./data\문재인.csv
4172,김계란씨 발꾸락 봥,0,./data\김계란.csv
3080,아이엄마의 남자친구,0,./data\ytnnews.csv
10083,대통령님 건강하세요,0,./data\문재인.csv
10294,대통령님 존경합니다,0,./data\문재인.csv
11044,월월월ㅇ ㅓㄹ우어월,0,./data\문재인.csv
10368,대통령님 지지합니다,0,./data\문재인.csv
1024,역시 개는 훌륭해요,0,./data\subusunews.csv
10824,대통령님 응원합니다,0,./data\문재인.csv
3459,와 빡쳐 어디야ㅡㅡ,0,./data\ytnnews.csv
4487,대박 나세요 게랸형,0,./data\김계란.csv
4287,즐거운 추석 되세요,0,./data\김계란.csv
6668,김계란 화이팅ㅎㅎㅎ,0,./data\김계란.csv
6307,그토록 바라던 만남,0,./data\김계란.csv
5993,가슴이 웅장해집니다,0,./data\김계란.csv
992,껌 많이 머그지말댜,0,./data\subusunews.csv
4345,음 솔직히 술 노맛,0,./data\김계란.csv
4291,프로틴맛 알콜인가요,0,./data\김계란.csv
12892,대통령님 응원합니다,0,./data\문재인.csv
3452,연안부두 실망스럽다,0,./data\ytnnews.csv
3345,주식땜에 칼침맞을듯,0,./data\ytnnews.csv
6666,비룡과 김치맨이라닛,0,./data\김계란.csv
4344,계란 담금주 인가요,0,./data\김계란.csv
13706,대통령님 사랑합니다,0,./data\문재인.csv
6372,Udt vs Ubd,0,./data\김계란.csv
10367,감사하고 감사합니다,0,./data\문재인.csv
6301,ㄹㅈㄷ들이 한자리에,0,./data\김계란.csv
1210,너무 이뻐가지고 ㅎ,0,./data\subusunews.csv
10838,대단하다 문 재 인,0,./data\문재인.csv
12910,존경합니다 대통령님,0,./data\문재인.csv
325,넘모 기특하고 이뽀,0,./data\JTBCNEWS_인스타_댓글_1116.csv
9104,대통령님 사랑합니다,0,./data\문재인.csv
8944,열일중이신 대통령님,0,./data\문재인.csv
6006,이거 미우새에서 봄,0,./data\김계란.csv
5879,뭔 이런노래를 들어,0,./data\김계란.csv
12904,대통령님 존경합니다,0,./data\문재인.csv
6690,이건 무슨 조합이지,0,./data\김계란.csv
6005,와 터보 아시는구나,0,./data\김계란.csv
6588,뭔조합이지 ㄷㄷㄷㄷ,0,./data\김계란.csv
3318,마치 누굴보는것같군,0,./data\ytnnews.csv
9132,대통령님 건강하세요,0,./data\문재인.csv
3875,근데 쟤 팬도 있음,0,./data\고영욱.csv
6683,와 어벤져스급이네요,0,./data\김계란.csv
10845,힘네세요 응원합니다,0,./data\문재인.csv
3872,진짜 어떻게생각하냐,0,./data\고영욱.csv
4557,포병지형님 멋있다ㅎ,0,./data\김계란.csv
10840,힘내세요 응원합니다,0,./data\문재인.csv
3462,공개안하면 무슨소용,0,./data\ytnnews.csv
4348,김계란은 자본주의야,0,./data\김계란.csv
10854,힘내세요 건강하세요,0,./data\문재인.csv
4294,맥주는 역시 테라죠,0,./data\김계란.csv
3446,잘알아보구 사먹자규,0,./data\ytnnews.csv
319,애기 너무 착ㅎrㅣ,0,./data\JTBCNEWS_인스타_댓글_1116.csv
5803,봐바 개띵곡임 ㄹㅇ,0,./data\김계란.csv
3426,씨월드 젓갈 맞나요,0,./data\ytnnews.csv
3391,구청은 뭐하는 거임,0,./data\ytnnews.csv
6612,Kcm ㅋㅋㅋ 귀엽,0,./data\김계란.csv
4333,제발 좀 쉬세요제발,0,./data\김계란.csv
6345,지금 보고있어요ㅎㅎ,0,./data\김계란.csv
4329,미용실 어디다니세요,0,./data\김계란.csv
3420,쒯 엄마보여줘야겠다,0,./data\ytnnews.csv
3395,그래서 이게 어디지,0,./data\ytnnews.csv
4504,잉 머도기 기여워여,0,./data\김계란.csv
6635,김병만인줄 알았네요,0,./data\김계란.csv
8795,존경하고 사랑합니다,0,./data\문재인.csv
13487,대통령님 응원합니다,0,./data\문재인.csv
4527,왜 줄리앤강만 없어,0,./data\김계란.csv
6350,김계란이 제일 빛나,0,./data\김계란.csv
8794,조선족댓글알바 많네,0,./data\문재인.csv
1031,이거바 차카니들이얌,0,./data\subusunews.csv
10758,응원합니다 힘내세요,0,./data\문재인.csv
6352,와 종국이향 ㅋㅋㅋ,0,./data\김계란.csv
4522,저 다섯만 수료했나,0,./data\김계란.csv
9963,제발 그만둬요 제발,0,./data\문재인.csv
13740,지지합니다 힘내세요,0,./data\문재인.csv
13672,대통령님 응원합니다,0,./data\문재인.csv
9980,감사합니다 대통령님,0,./data\문재인.csv
9991,쑈 끝은 없는 거야,0,./data\문재인.csv
10403,문재인 정부 화이팅,0,./data\문재인.csv
9129,사랑하고 존경합니다,0,./data\문재인.csv
316,강아지는 사랑입니다,0,./data\JTBCNEWS_인스타_댓글_1116.csv
12722,사람이 먼저다 이쿠,0,./data\문재인.csv
10785,세계언론이 칭찬자느,0,./data\문재인.csv
9119,응원합니다 나의문프,0,./data\문재인.csv
8780,힘내시고 건강하세요,0,./data\문재인.csv
3373,대한민국 수준 ㅇㅈ,0,./data\ytnnews.csv
1371,세라핀도 쉬익쉬깅ㄱ,0,./data\subusunews.csv
5961,가면이 아니였나본데,0,./data\김계란.csv
6603,kcm 뭔데 ㅋㅋㅋ,0,./data\김계란.csv
3814,어그로 오진다 ㅅㅂ,2,./data\고영욱.csv
6334,헐 미친 최강듀오다,0,./data\김계란.csv
3379,대박이다 진짜 ㅡㅡ,0,./data\ytnnews.csv
4536,모두 성공 스포 ㅜ,0,./data\김계란.csv
1378,짱개는 역시 쓰레기,1,./data\subusunews.csv
10777,존경합니다 대통령님,0,./data\문재인.csv
3764,헤어스타일도 9년전,0,./data\고영욱.csv
9128,사랑합니다 대통령님,0,./data\문재인.csv
4538,ㅋㅋㅋ 보기 좋네요,0,./data\김계란.csv
12711,I love you,,./data\문재인.csv
12912,존경합니다 대통령님,0,./data\문재인.csv
395,아쿠맴이 와 이렇노,0,./data\JTBCNEWS_인스타_댓글_1116.csv
3960,ㅆㄹㄱ는 쓰레기통에,0,./data\고영욱.csv
10301,지금까지 잘한게있냐,0,./data\문재인.csv
6040,미우세에서 형 봤엉,0,./data\김계란.csv
6403,뭐죠 이조합ㅋㅋㅋㅋ,0,./data\김계란.csv
6535,화려한 조명이 설마,0,./data\김계란.csv
13630,대통령님 건강하세요,0,./data\문재인.csv
6225,진짜 왤케 귀여워요,0,./data\김계란.csv
5827,금연실패 브금 ㅇㅈ,0,./data\김계란.csv
3495,공무원이 만든 괴물,0,./data\ytnnews.csv
3506,씹알노마 ㄷㅈㄹ그냥,2,./data\ytnnews.csv
6750,계란형 아프지말아요,0,./data\김계란.csv
1060,아 만 34세 이하,0,./data\subusunews.csv
13636,대통령님 사랑합니다,0,./data\문재인.csv
13781,모자이크좀 진짜ㅠㅠ,0,./data\문재인.csv
8717,사랑하고 감사함니당,0,./data\문재인.csv
6544,이게 무슨 ㅋㅋㅋㅋ,0,./data\김계란.csv
3492,젓갈은 강경젓갈이제,0,./data\ytnnews.csv
10972,힘내세요 건강하세요,0,./data\문재인.csv
494,대박이다 ㅋㅋㅋㅋㅋ,0,./data\JTBCNEWS_인스타_댓글_1116.csv
1267,ㅈㄹ좀 고만 싸거라,2,./data\subusunews.csv
13700,대통령님 고맙습니다,0,./data\문재인.csv
4239,즐거운추석 보내세요,0,./data\김계란.csv
6758,치료잘받고 힘내십쇼,0,./data\김계란.csv
11001,대통령님 힘내십시오,0,./data\문재인.csv
3517,바다나라 젓갈이군여,0,./data\ytnnews.csv
3987,소통을 잘 모르시네,0,./data\고영욱.csv
12835,감사하고 고맙습니다,0,./data\문재인.csv
6214,드디어 성사된건가요,0,./data\김계란.csv
3982,주접싸고있네 촤하하,2,./data\고영욱.csv
10674,언론 플레이 역겹다,1,./data\문재인.csv
3980,나라꼴 잘 돌아간다,0,./data\고영욱.csv
9881,문재인씨 그만하세요,0,./data\문재인.csv
3976,니 말고는 고통이다,2,./data\고영욱.csv
10999,자꾸 댓글 삭제하노,0,./data\문재인.csv
12932,고맙습니다 대통령님,0,./data\문재인.csv
12927,통일 절대 안 된다,0,./data\문재인.csv
11023,힘내세요 응원합니다,0,./data\문재인.csv
4227,엄지발가락이 섰네요,0,./data\김계란.csv
10477,전대통령님을 믿어요,0,./data\문재인.csv
11022,감사해요 응원합니다,0,./data\문재인.csv
4375,랔 근손실 ㅋㅋㅋㅋ,0,./data\김계란.csv
10469,탄핵합니다 진심으로,0,./data\문재인.csv
3961,이게 뭔 개쌉소리야,1,./data\고영욱.csv
4600,곌안형 항상 응워내,0,./data\김계란.csv
13473,존경하고 사랑합니다,0,./data\문재인.csv
4215,맥주를 머금은 계란,0,./data\김계란.csv
9289,대통령님 응원합니다,0,./data\문재인.csv
10958,힘내세요 감사합니다,0,./data\문재인.csv
9831,뭘해도 이젠 역겹다,2,./data\문재인.csv
9835,대통령님 고맙습니다,0,./data\문재인.csv
3915,누가 소통하고 싶데,0,./data\고영욱.csv
3282,우리도 저렇게 살쟈,0,./data\ytnnews.csv
6389,UBD VS UDT,0,./data\김계란.csv
332,ㅋㅋㅋㅋ아 골때리누,0,./data\JTBCNEWS_인스타_댓글_1116.csv
8729,우리 현대차 화이팅,0,./data\문재인.csv
10891,마스크빼라 이새끼야,0,./data\문재인.csv
968,껌 먹지 말자 ㅋㅋ,0,./data\subusunews.csv
4581,부화를 돕는중이군요,0,./data\김계란.csv
6558,곌안형 항상 화이팅,0,./data\김계란.csv
4256,타락 하는줄 알았네,0,./data\김계란.csv
5750,오늘부터 팬 할래여,0,./data\김계란.csv
10342,모튼분 수고하십니다,0,./data\문재인.csv
6276,이 조합 진짜좋네요,0,./data\김계란.csv
4570,머독이 민서 닮았노,0,./data\김계란.csv
8832,대통령님 사랑합니다,0,./data\문재인.csv
4482,오오오 머싯따아아아,0,./data\김계란.csv
8823,이나라 이대라 안돼,0,./data\문재인.csv
12914,공연 감사 드립니다,0,./data\문재인.csv
4574,영화는 나오나요ㅠㅠ,0,./data\김계란.csv
6734,롤하는거 보여주세요,0,./data\김계란.csv
10904,대통령님 지지합니다,0,./data\문재인.csv
10920,사랑합니다 대통령님,0,./data\문재인.csv
4590,대흉근이 웅장해진다,0,./data\김계란.csv
13545,대통령님 사랑합니다,0,./data\문재인.csv
6400,오옼 여전삽형 있삽,0,./data\김계란.csv
8719,대통령님 존경합니다,0,./data\문재인.csv
1181,진짜 왜 저래 미친,2,./data\subusunews.csv
6398,수박깨기 가능한가요,0,./data\김계란.csv
6032,아 나 이거 봤는데,0,./data\김계란.csv
8720,존경하고 사랑합니다,0,./data\문재인.csv
261,이런개같은 넘이있나,0,./data\JTBCNEWS_인스타_댓글_1116.csv
4250,근손실 ㅋㅋㅋㅋㅋㅋ,0,./data\김계란.csv
10699,존경하고 응원합니다,0,./data\문재인.csv
3265,착한분들 감동이네요,0,./data\ytnnews.csv
6726,응원합니다 형님 ㅠ,0,./data\김계란.csv
10931,대통령님 사랑합니다,0,./data\문재인.csv
13037,두분 다 감사드려요,0,./data\문재인.csv
10927,너무 걱정되요 ㅠㅠ,0,./data\문재인.csv
3272,눈물 난다 따스함에,0,./data\ytnnews.csv
4583,계란형 꽃길만 걷자,0,./data\김계란.csv
3921,전자발찌 인증합니다,0,./data\고영욱.csv
9226,여기 무슨 봇들이야,0,./data\문재인.csv
12777,지지하고 응원합니다,0,./data\문재인.csv
3612,무슨소통을 하실려고,0,./data\고영욱.csv
11280,감사합니다 대통령님,0,./data\문재인.csv
7410,힘내세요 응원합니다,0,./data\문재인.csv
7644,대통령님 덕분입니다,0,./data\문재인.csv
2178,이고 봐라많이변했네,0,./data\subusunews.csv
8033,사랑합니다 대통령님,0,./data\문재인.csv
11734,너도혁신 나도 혁신,0,./data\문재인.csv
12130,2020년 망했어요,0,./data\문재인.csv
2617,니얘기 나온다 ㅠㅠ,0,./data\subusunews.csv
13372,대통령님 사랑합니다,0,./data\문재인.csv
13223,나는 공산당이싢어요,0,./data\문재인.csv
37,퀵라니들 진짜 노답,1,./data\JTBCNEWS_인스타_댓글_1116.csv
5127,3번째 단추야 힘내,0,./data\김계란.csv
2598,내가 궁금해했던거다,0,./data\subusunews.csv
1607,그렇게 시끄러운가요,0,./data\subusunews.csv
11659,ㅋㅋㅋ입국금지나 해,0,./data\문재인.csv
5134,손에서 피날것같아요,0,./data\김계란.csv
9686,전광훈아 뇌는 있냐,2,./data\문재인.csv
2148,뭐야 우리보다 좋네,0,./data\subusunews.csv
11649,대통령님 감사합니다,0,./data\문재인.csv
607,니들 마 이 치세요,0,./data\kbs댓글.csv
2143,대명문 구여 므하노,0,./data\subusunews.csv
5138,명탐정 머리가 안난,0,./data\김계란.csv
8359,지지하고 응원합니다,0,./data\문재인.csv
11639,디엠 쳐봐 시발롬아,1,./data\문재인.csv
1606,ㅎㅎㅎㅎ 진심 공감,0,./data\subusunews.csv
7276,대통령님 사랑합니다,0,./data\문재인.csv
7277,대통령님 감사합니다,0,./data\문재인.csv
11737,와 오지네 지 자랑,0,./data\문재인.csv
13219,이나라에서 썩 꺼져,2,./data\문재인.csv
104,이것이 그 애플워치,0,./data\JTBCNEWS_인스타_댓글_1116.csv
2213,야 사곡고 레전드네,0,./data\subusunews.csv
1625,통화 강제종료 이유,0,./data\subusunews.csv
11785,사랑합니다 대통령님,0,./data\문재인.csv
9611,대통령님 건강하세요,0,./data\문재인.csv
8335,존경하고 지지합니다,0,./data\문재인.csv
