,댓글,악플여부,출처
32296,떨거지들 띄어줄라고 아미 주머니 털어볼라고했꾸만,2,./data\인사이트.csv
32375,이정권하에서는 이정권욕은 안되지 하루아침에 매장됨 대깨문들이 누군대,2,./data\인사이트.csv
32406,좌파발언 대깨문 우파발언 일베 이러니까 아무말도 못하지 이것부터 좀 바꾸자,2,./data\인사이트.csv
32429,솔직히 박명수가 보수라서 저런말 하겠음 얼마나 재앙이가 병신짓하면 같은 좌파들이랑 중도들도 저런발언하겠냐,2,./data\인사이트.csv
32430,그 지랄 떠들던 연예인님들은 어디 가서 입 다물고 있냐,2,./data\인사이트.csv
32603,수빈오빠가 보인다,2,./data\인사이트.csv
32670,우리나라도 노재팬 했던 대깨문들 살라고 날뛰겠군,2,./data\인사이트.csv
32671,승우아빠가 극딜하던 그거 봄,2,./data\인사이트.csv
32707,지랄들을 해요 남이 애를 낳건 말건남일에 신경 끄길,2,./data\인사이트.csv
32728,불임이건 난임이건 부부사이일은 그당사자만이 알수있는건데 애를 낳니 안낳으니 하는사람들 정말 별지랄을지랄도병일세,2,./data\인사이트.csv
32733,아이 더 낳고싶다해도 지랄 안 낳고 싶다해도 지랄,2,./data\인사이트.csv
32740,아이폰 지랄 염병이다,2,./data\인사이트_biz.csv
32774,진심 왜지랄,2,./data\인사이트_biz.csv
32796,개지랄이네 이제 아주,2,./data\인사이트_biz.csv
32880,대깨문 부모들 둔 자식들도 불쌍 ㅋㅋㅋ,2,./data\인사이트_biz.csv
32920,이래도 문재앙을 지지한다고대깨문 탈출은 지능순이다,2,./data\인사이트_biz.csv
32944,남탓할게 뭐있노 그 당시에 정부말만 믿고 선택은 본인이 한거잖아 나는 정부가 개지랄을 털어도 부동산 관심 꾸준히 가지면서 아 이게 내린다고 내릴게 아니구나를 깨닫고 샀다 그 결과는 알다시피 더 오름 결국 못산 사람들은 정부탓 or 스스로를 탓할수밖에 없지 다른 누구탓도 아님,2,./data\인사이트_biz.csv
32980,문재인 병신새끼와 대깨문이 만든 세상,2,./data\인사이트_biz.csv
33415,아니 지들이 키워줄꺼야 뭐야 꼭 애도 안낳아본 것들이 더 지랄이여 개빡ㅡㅡ,2,./data\인사이트_ent.csv
33422,불임이나 난임이라고 한들 즈그들이 뭔 상관 ㅋㅋ 결혼 한다고 무조건 애를 낳아야 하는 것도 아니고 존나 개지랄 ㅠ,2,./data\인사이트_ent.csv
33802,옘병내기하는사람 다 잡아가게 왜 당구장서 짜장면내기하는사람도 데려가지왜 ㅡㅡ,2,./data\인사이트_ent.csv
33833,카톡 내용도 다 공개됐는데ㅋㅋㅋ 니들 선택은 시궁창으로 빠지는걸 선택했네ㅋㅋㅋ 500은 무슨ㅋㅋㅋ 오피스텔 명의로 방 못 뺀다고 지랄하더니ㅋㅋㅋ,2,./data\인사이트_ent.csv
33863,그건 병신같이 손대서 그럼전두환 봐봐 손 많이 댔는데도 고성장 저물가 성공했자너,2,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
33868,지랄하네 ㅋㅋㅋㅋㅋ 그래봐야 남는 것도 없는 10인이하 좆소겠지 ㅋ,2,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
33880,난 쌍도 종자인게 자랑스러움 ㅋㅋㅋㅋ 이 좆같은 조선 반도 헬센징들 중에서 그나마 사람 구실하는 지역이 경상도라서 ㅋ,2,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
33884,난독증있냐 애미뒤진씨발새끼야,2,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
33901,모르면 아가리해쿠팡은 한명 죽었고 쿠팡외에서 14명 죽음 병신아니가 아는게 쿠팡밖에 없는거겠지쿠팡이랑 쓱배송은 단순 택배사가 아니라 물류창고가 있다고 이 병신아택배사는 물류창고가 아니라 택배박스창고고,2,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
33902,3명 죽었어 병신아,2,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
33904,우체국 택배인원을 늘리던가 해야지 ㅋㅋㅋㅋㅋㅋ개인사업자한테 강제로 쉬라하고 존나병신이노,2,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
33907,그럼 자연스럽게 배달 좆망하는 구간이 나올걸,2,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
33915,권리금1억 줘가면서 그거 하는 놈이 병신 아니냐,2,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
33916,이건 병신인가 ㅋㅋㅋㅋ 수요가 많으니 가격이 오르는거지 서로 하려고 한다는게 팩트다 싫으면 쳐나가면 됨 할사람 천지임,2,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
33943,문재앙 이새끼는 아끼는데가 없네 나라가 씹창나든 전혀 신경을 안쓰네,2,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
33947,택배 늦게받는건 좆같긴 한데쟤네 업무환경 보면 복지 늘어도 쌉인정이긴 함,2,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
33948,야 시발 누가 노예마냥 억지로 부리는게 아님물량 더 땡겨올라고 난리 치고신입오면 좆같은 배정 물아줘서 그만두게 할려는데가 택배업계임무슨 좆같이 굴리고 박봉인데가 절대 아니다월 400은 번다,2,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
33958,그러니깐 택배비 올려서 직원 더 채용하고 시설 투자해서 개선한다는 거잖아병신 좆급식같은 새끼가 지랄이노,2,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
33960,근래에 택배비 인상해서 인력 고용하고 시설 투자 증강한적 있냐 하지도 않았는데 뭘 개선이 안되좆같으면 니가 해결책 내봐 병신새꺄 꼭 좆도 없는 새끼들이 의견 제시하면 부정만 하고 해결책은 없어,2,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
33962,병신새끼 할말 없으니깐 홍어 소리만 하고 자빠졌네틀니나 닦고 주무세요,2,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
33963,니가 택배라도 해봤어야지 방구석에서 매일 ㄸㄸㅇ니 친 주제에 너같은 찐따가 멀 알겠니,2,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
33985,ㅅㅂ새캬 넌 니가 포장하구 직접 배달해 개새야,2,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
33991,그건 니 생각이구 이 개새야 신불자 전과자 실업자들 외국인 대학생들 다 택배한다좀 알고 댓글 달어,2,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
34001,30분뒤에 플렉스 나가는데 단가랑 물량좀 늘려나안그래도 단가 존나 낮은데 물량 개좆도 안줌 이럴거면 부르질 말든가,2,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
34008,택배비 올리는건 찬성이지만 과로사 몇명했다고 시발 국가에서 이지랄떠는꼴이 우습네 ㅋㅋㅋ난 오르는김에 곱배기로 올랐으면한다 병신련들 온라인 쇼핑좀 못하거러,2,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
34013,씨발 어차피 쿠팡은 택배업체아니어서 그대로고택배비 오른다고 소비자가 오르는걸 걱정해이븅신들은 로켓배송에 택배비녹은건 모르고 좋다고 공짜라고 처사놓고는이제와서 징징대네개븅신들 이거야말로 같은 한표라는게 쪽팔린다좆같은 정책이래도 생각 두어번 하고 징징대라 아니면 걍 돈벌던가,2,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
34019,미국같은 땅덩어리랑 좆만한 한국이랑 비교하냐 미국같은 땅덩어리면 저렇게 못해,2,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
34037,지금 니가 하는말은 우기는 수준밖에 안됨 진짜 니 말대로 물가가 개씹창이잖아 누가 사냐 말이 되는소릴 해라 최저임금이 없는건 어케 설명할거 시간당 3만원 버는데 물가 비싼건 당연한거 아닌가 그 비싸단것도 외국인인 니 입장 여행 하는 니 입장 최저시급과 물가는 비례한다 게이야,2,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
34046,글쓴이 애미걸레인가 씨팔새끼가 막짤 깜놀했네개같은새끼가 고어 짤에다 합성하면 유쾌한줄아나애미가 사생아를 처낳아서 너같은게나온거지 씨발새끼가 개역겹네진짜블라인드박는다 병신창년새끼 글쓴이,2,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
34047,택배비 너무 싼건 맞지 병신아20년 전에도 2500원이었는데 지금도 25003000원이잖노4천원 정도로 올라야 택배도 좀 덜 시키고 택배노동자들도 숨통 트임지금 문재앙이 최저시급 너무 올렸고 주휴수당까지 줘야해서 업주 입장에서는 사람 최대한 적게 뽑고 최대한 빡세게 굴릴 수밖에 없는 시스템임젤 좋은건 주휴수당 제도를 없애든가 최저를 다시 낮추든가 둘 중 하나는 해야 함업주와 노동자 둘 다 너무 힘듦 지금,2,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
34050,진짜 존나 단순한 머저리새끼네,2,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
34051,개 좆같은소리하네 ㅂㅅ새끼,2,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
34063,김대중 씹새끼 시도때도 없이 깡소주빨고있노 하 ㅅㅂ지옥생활 편한가보노,2,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
34069,아니 택배일이 힘들고 병신같고 돈 적게 주면다른 일 찾으면 되는거지 지들이 선택 해 놓고 징징대냐모두가 택배일을 하려 하지 않으면 적정 임금을 찾아 갈건데,2,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
34073,그냥 갈려고했는데 이 미친년이 개소리하고 자빠졌네1600원이면 한달에 만개 이상 보내야 나올까 말까인데대다수는 3000원대로 보낸단다 좆병신아,2,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
34074,지랄하고 자빠졌다 어떤 개병신호구 미친놈이 3000원으로 택배를 보내 이제 시작하는 초짜들도 최소2400원부터 바로 시작할 수 있는데어디 촌구석 산기슭에 쳐박혀 있냐,2,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
34079,진짜 저 재앙이 새끼는 이해를 못하겠다시장경제 체제에서 수요공급 원리를 이용해서 풀어나가야지 대가리가 온통 빨갱이 공산당 마인드로 가득 차 있으니 그게 현실에서 생각하는데로 되겠노 이기,2,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
34083,저새끼는 도대체가 자유시장원리를 귓구멍으로 다 막아낫나아니 택배기사들이 자기들 돈 더 벌려고 저 지랄한건데 왜 정부가 나서서 지랄임내가 아는 택배기사는 월 8500개 정도 하나가 힘들다고 월 6000개 정도로 줄엿다고 하던데택배기사 거의다 개인사업자인데 지가 더하고 싶으면 하는거고 설설하고 싶으면 설설하는거지택배기사 할 새끼들 존나 많은데 서로 노나 먹으면 좋지에라이 ㅅㅄ기 오토바이 배달도 밤 10시 이후에 못하게 법으로 쳐 막아야지 그건 왜 안 쳐막음,2,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
34085,문재인ㅍ개좆같은 새끼가 미래산업 죄다 규제때려버리넾씨발년,2,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
34104,병신새끼갸 공부못하고 기술도 없는 면허만 잇는상병신새끼들이 택배충인데 300이면 딱 적당하지,2,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
34107,어떻게든 지옥을 만들어야개돼지들은 정부에 배급만을 기다리는 무뇌충으로 성장한단다,2,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
34111,이게 왜잘못된건지 존나노이해네 ㅋㅋㅋㅋ 과로로 사람이 매일같이 죽어가는데 저정도 복지도안되냐 편리보다 사람목숨이 더 중요한거아님 배려가없네 씹쌔끼들,2,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
34118,개표조작해서 정권 잡은 빨갱이 정권이 열일 하노 ㅋㅋㅋ 한국 병신들 개표조작 그냥 넘어가주네,2,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
34131,저런 애들이 많아져야 함그리고 공무원새끼들 일 좆도 안하는새끼들 있는데다 짤라야함진짜 공무원 존나 많이 뽑아놔서 좆같다,2,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
34140,이 나라에서 뭘 바라냐원래 지금쯤 전쟁이 한번 났어야해좆같은 페미부터 빨갱이들 급식들까지나라가 물갈이 한번하고 대통합해야 발전하는건데죄다 애매하게 먹고 살만하니까 본인 일들을 안해그냥 먹고살만한 일을 먹고살만큼만해,2,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
34141,아이 씨발새끼 진짜나는 저런 구조 좋아하는데자지 내밀고 오줌누고 지나가는 여자 눈 마주칠 때 쾌감 진짜 쩌는데 그 소소한 즐거움 마져 없애버리노,2,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
34145,어휴 병신년들 똥대가리년들 남녀입장 바뀌었어봐 씨발그렇게 따지면 여자 화장실도 문 없애던가 누가 일부러 쳐다보지않는이상 누가 봄 그렇게 따지 병신들이 그걸 논리라고,2,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
34152,시발 박사방 갓갓 사건은 남성들의 분노와 보상으로 원래터질수밖에 없었다남자는 보상없이 군대가고 여성전용공간 여성전용 정책 등일상에서 얼마나 역차별당하는데 남자만 규제 억압존나시키고 세뇌시키니얼마나 여자에 불만있겟노 여자기분나쁘면 무고죄에 남자가 피해자다솔직히 박사방사건은 모든남성들의 집단억울함과 차별에 대한 호소이다난 남자가 받는 억울함이 해결이 안된다면제2조주빈이 계속 또 나와주길 진심으로 바란다사회에 만연한 페미년 피싸개년 괴롭혀줘서 고맙다솔직히 여자들 이기적이고 배려없는 더러운성격 널린거보면여자들의 약점이자 타격큰 성범죄 사건터질때마다 속이 후련하다내글에 반박시 팬티에 흥건한 피부터 쳐닦고 댓글다셈,2,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
34178,개시발년들여자 성범죄 ㅈㄴ일어나면좋겠다쌍년들 지들은 남자들 맘껏 오줌누는거 봤으면서 시발년들씨발,2,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
34199,씨발년들지들은 남자화장실 오줌누는거 맘껏봤으면서화장실몰카 못보게해 시발년들동네형 다시나와라시발 여자성범죄몰카ㅈㄴ일어났으면좋겟다시발지들이 하면괜찬고 시발,2,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
34209,나도 경찰 조사 받으면서 계속 반말협박조로 조사하길래 안그래도 좆같은데 내용 녹음하고 있다가 국민권익위에 녹음 파일이랑 민원 넣었었는데 담당 조사관 전화와서조사하면서 진짜 이렇게 했냐길래 녹음 한거 그대로라니까 자기도 어이없었는지 알겠다면서 시정 조치하겠다 그러고는 얼마안가서 모르는 번호 전화와서 받으니까존댓말로 존나 정중하게 말하는데 당시 조사했던 경찰관이라더라 그땐 미안했다면서 계속 사과하고 민원 취하해달라고 빌길래 민원 취하해줌공공기관 민원 넣을때 무조건 권익위에 민원넣어라,2,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
34216,저런 사태에 함축된 의미가 뭐냐면일단 우리나라 건축가 색히들이 창의성은 고사하고 그냥 병진들이란 사실이고감리기관이 제 기능 못한다는 얘기고담당 공무원이 복지부동 무시인일이라는 뜻이고즉 나라 돌아가는 꼴이 좆같은 근본적 원인중 하나다다시 말해 국민 한사람 한시람이 책임감 전문성 사명감이 전혀 없고 그저 돈만 받고 시간 때우는 밥버러지에 불과하다는 본질을 엿볼수 있는 것이다,2,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
34217,씨발새끼들이 세금을처먹었으면 제대로 일을해야할거아니야 공무원은 존나게 아가리로 조져줘야한다저건 진상이아니라 할일 제대로 했구만 잘했네,2,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
34218,저거 해결하는 방법 간단했을텐데 일단은 오줌을 입구쪽을 보고 싸제끼는거야그러면 김치년들 꺅꺅대고 바로 조치됐을텐데,2,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
34224,냅둬라 틀딱 편돌이 노가다가 주류인 곳에서 뭘바하냐,2,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
34247,씨발 뒷모습이 문제없으면 보지년들도 오줌싸는거 뒷모습 봐도 문제없지 씨발좆페미공무원 썅년아,2,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
34248,저런 사람들이 세상을 바꾸는구나공무원 일하기 싫어서 빈둥대는 좆같은 새끼들,2,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
34249,바꾸긴 씨바 후퇴 시키는 중이지 씨발련들,2,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
34251,병신사내새기가자지좀 내놓고 오줌쌀수잇지찌질하게ㅉㅈ으이구계집도어니고머쪼잔하게그따위것문좀 달아달라고ㅉㅉ사내자식이길 한복판에서담대하게오줌도갈기고할줄도알아야지무슨말세다말세ㅉㅉ,2,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
34256,86틀딱 무능한 운동권 새끼일듯,2,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
34261,공무원 공기업 개새끼들은 그냥 노답이야,2,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
34265,여성가족부 씹쓰레기네,2,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
34271,공무원 자체가 보신주의 끝판왕 인간쓰레기들임공공선과 아무 관계없는 구데기들,2,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
34274,공무원 개 씹새끼들은 그냥 가만히 돈받아처먹으려고만함,2,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
34285,좌좀 드림팀 ㄷㄷ,2,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
34293,너가 뒤질래 존만한 병신 새끼가 하층민 니 애미 애비 목아지랑 성기 따서 니 얼굴에 쑤셔놓고 니 대가리도 짤라줘,2,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
34316,뭔 고소가 가능해 병신새끼야 애초에 초상권은 민사항목이라서경검은 절대 개입불가능한데 병신새끼야 우길걸우겨라,2,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
34318,초상권침해를 경검이 수사하는줄아는 병신새끼 ㅇㅂ,2,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
34320,진짜 병신인가 초상권이강 명예훼손이강 같냐 병신아 ㅋㅋ단순히 사진올린다고 안된다고 병신아,2,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
34324,니가 병신인거네 그럼그럼 물어보자명예훼손은 사실적시 허위실ㅈ적시 두가지로 나뉘는데못생겼다는의 가치판단이 판사가 할수있냐 ㅋㅋ그럼 판사가 판결내리며ㅏ 그사람은 국가가 인정한 못생긴사람이냐,2,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
34326,ㅋㅋㅋㄱㅋㅋㅋㅋㅋㅋㅋ 진짜 헛소리 개소리 존나하네명예훼손은 사실을 적시해야는데 못생겼다는 사실이 아니라 가치판단이야 병신아모욕죄가 될지언정 멍예훼손은아닌데그리고 확찐자 판결도 명예훼손이아니라 모욕죄고 그건 모욕죄 원래 가능해 병신아,2,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
34346,방구석 좆베새끼들 지랄을하네 ㅋㅋ 현실 저정도면 여자들 사이에서 ㅅㅌㅊ임 병신들아 거울보고 얘기해,2,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
34373,bj 창년,2,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
34386,쌍커플이 저리 선명하게 생겼는데 씨발년아,2,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
34427,한녀가 참여할 경우생존 하려는 의지 자체가 부족하고 지식도 지능도 떨어짐 사냥이고 집짓고 나발이고 뭘 제대로 할줄도 모를듯ㅇㅇ 배고프다고 독버섯같은거나 아가리에 막 쑤셔대지나 않으면 다행ㅎ애초에 항시 손에 폰이 없으면 불안장애가 옴대자연을 배경으로한 인스타용 사진을 못찍는것도 한몫돈 액수보고 눈뒤집혀 한녀특유의 근자감으로 나도 할수이떠 걸캔두애니띵 ㅇㅈㄹ로 참여하지만 봊같이 냉혹한 현실을 느끼고 하루는 커녕 반나절도 못버티고 장난감 코너에서 땡깡부리며 몸으로 바닥쓸고 다니는 애새끼 마냥 울부짖으며 집간다 지랄발광 떨 확률 523 엌ㅋㅋㅋㅋ,2,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
34436,아니 그러니까 2등 입장에서는 모른다고 그걸자기가 2등이라는 것도 몰랐음저능아냐 게이야,2,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
34448,제목좀 씨발련아,2,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
34449,와 역시 갓양녀들은 다르네전에 남녀혼성 오지 탐험대 어쩌고 중앙아시아 갔다왔던 인텨뷰에서남자들 한테 여행 중 가장 힘들었던일이 뭐였나고 물어 보니깐보지년들 야외 화장실 만들어 주는 거였다고 하더라보빨러김치년 콜라보는 지구 최고 종족임,2,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
34452,3등이해안가네 왜포기한건지10등은 제작진이 잘못뽑은거지 5천명중에 고작 저런 병신을 뽑다니,2,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
34467,안나와 병신아,2,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
34472,많은걸 생각하게 하는 컨텐츠네피지컬 짱짱이라고 흔히 알고 있는 흑새끼는순위권은 커녕 한달만에 GG치고 보지년은 아는거 많고잘 버티다가 아들 생일이라는 감성에 무너지고 결국 1등한건앨라배마같은데서 흔하디 흔하게 보이게 생긴 백인흑새끼들 피지컬은 정작 뚜껑 열어보면 극한 상황에선빛좋은 개살구고 보지년은 아무리 잘나도 결국 새끼와감성 앞에서는 허수아비 결국 현대문명을 일으킨건백인이었고 이런 TV쇼 조차도 여지없이 1등함진짜 인류가 오랜 기간 진화를 하고 문명 사회를 살아도기본적인 종특은 진짜 어디 안가는거 같다,2,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
34478,6억 너무 푼돈이라 도전 안한듯한달에 1주일정도 따까리들 델꼬가서 쉬엄쉬엄 족장짓 하면 매달 1억씩 꽂히는데 3주는 한국에서 놀고 1주는 야생에서 족장짓 하며 놀고,2,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
34479,병만이 가면 애초에 물가에서 시작 할 생각도 못하고 좆같은곳 스팟으로 잡고 2시간 광탈 본다,2,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
34484,일게이새끼들 뭔 자신감으로 한국놈들이 더 잘한다고 그러냐 저러 일주일만 버텨도 용한거다지금 당장 강원도 산골 가서 혼자 아무것도 없이 버텨봐라 ㅋㅋㅋㅋ 길어야 일주일임,2,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
34530,병신새끼들 딸치고 좆물 먹으면 되지,2,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
34532,존나재밌다ㅜㅜ 이게 일베다ㅜㅜㅜ틀딱 씨발련들 맨날 정치글만 싸지르니이런 꿀잼 정보글이 다 묻히자너ㅡㅡ,2,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
34554,김치년들이랑 비교하면 안되지김치년이였으면 23일이 맥시멈,2,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
34566,김치년은 이틀도 힘들텐데,2,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
34578,장대호 는 사람을 죽인게아니고짱깨 바퀴벌레를 죽인거너같은 짱깨조선족새끼,2,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
34579,식인짱깨 어디서 한국인한테 처맞고왔냐 한국인들에 증오가 느껴지네 ㅂㅅ뭔 죄가있어서 그딴 쓰레기나라에 태어나가지고 ㅉㅉ,2,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
34585,아니 이새끼 위에 글에는 한국인이라 하고ㅋㅋㅋㅋㅋ하나만해 병신아ㅋㅋㅋ,2,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
34586,뒤져 좆족 짱개새키야 니네 조상은 난징대학살때 일본인들한테 뒤졌을것이다 ㅋ,2,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
34606,진짜보수 업적바른정당계 탈당 종용 박근혜 탄핵 주도 김무성 대망론결과열독자 이탈 특종 실어도 노관심 문재앙 방심위 방통위에 티조랑 같이 툭하면 까여서 안절부절 김무성 좆망,2,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
34614,병신 지랄 한다,2,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
34620,그럼 전분기이번분기 합쳐서 그냥 평균이하잖아 병신새끼야 ㅋㅋㅋ좆와대 병신새끼들 기적의 선방이니 뭐니 자화자찬 오지게했는데 ㅋㅋㅋ100개소리로 판명,2,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
34622,미국은 30하락한다음 33성장했잖아 병신새끼야 ㅋㅋㅋ 그것도 모르는 좆저능아새끼가 뭘 경제를 논해 ㅋㅋㅋ,2,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
34624,아 진짜 좆찐다 저학력 새끼들이랑 같이 일베에서 노니까 저능아 소리도 듣고 신난다,2,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
34625,와 이씹새끼 선동날조 봐 ㅋㅋㅋ선진국중 20빠진 나라는 영국밖에 없고 10넘게 하락한나라로 쳐도 영국 프랑스딱 두개나라밖에 없는데 병신시끼야 ㅋㅋㅋ죄다 20씩 빠졌데 ㅋㅋㅋㅋ ㄹㅇ 씹저능 도라이새끼,2,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
34632,시진핑 씹새끼 해봐그럼 12분기에 선방했다 그지랄은 왜떤거임니말대로라면 다른나라 작년에 조온나 잘나가다 코로나로 박치기해서 성장률 존나 깍일때 k유사국가는 개씹창나다 더떨어질나락이 없어서 그냥저냥 선방한걸로 보인건데이씹새 코에걸면 코걸이고 귀에걸면 귀걸이냐,2,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
34633,시진핑 개새끼하문재인 씨팔럼팩트일베 다 어디갔노 진짜문재앙 씨팔럼이 K방역 운운하는건 존나 극혐인데 3분기 경제성장 꼴찌 운운하는건 바보짓이라 이기야연간 성장률 전망 어차피 변화없다문재앙이 망친 경제는 비가역적이라 한분기 효과로 끝나거나 하지 않아 미래를 갉이먹을 뿐,2,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
34634,팩트는 ㅅㅂ니말이 모순이지 ㅋㅋ작년에는 다른나라들 존나잘나가다 코로나 운지우리나라 이미 병신에서 더병신그럼 1 2 분기엔 세계 코로나로 어려운 상황속에서도 선방했다는거 존나뿌렸자나반대상황오니 다른나라는 존나 너무 병신이었어가지고 그런거다에레기,2,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
34638,코로나 이전에도 쭈욱 세계꼴찌였어 병신아 ㅋㅋ,2,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
34639,무슨 실물경제혹시 짱깨 밑으로 기어들어가서 공산당 머니로부동산부터 물가 싸그리 올려놓고자국민들한텐 돈 찍어내서 풀어재끼는거 말하는거냐,2,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
34648,뭐 분위기상 국까하고싶지만2분기때 왠만한 나라들 역대급으로 떨어졌고 우리는 살짝떨어졌음그래서 대깨문들이 자화자찬한거 모르노합산하면 다른나라들이랑 비슷함 살짝떨어진거,2,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
34651,적와대 참모 개새끼들 일베 눈팅하다빛의 속도로 행동한듯ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,2,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
34664,미안하다 이거보여주려고 어그로끌었다개진핑 문재앙 싸움수준 실화냐내가 알던 그 찐따같던 문재앙이 맞더라 가슴이 문장해진다,2,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
