,댓글
437,@sun__.u 닭발 2개
438,@s__j_n1120
439,@didi_one 와웅
440,@dal_9.ya
441,@larallure
442,@a_coooong 배워
443,@ssamsta84 요즘 리액션이래🤣
444,장귤 🌸 ❤️
445,@two_60
446,@h0tdong_world @subxn.m
447,@_yslme @oreorreo @s_yeon2_5 엽떡 먹을때 하자
448,@1n._.ne ㅋㅋㅋㅋ 하자 ㅋㅋㅋㅋㅋ
449,@bb_gayeon
450,@09_sohee_06 WOW
451,@imm._.grace
452,@sr.0123_ @binhwang46
453,@youareluhhh
454,@nnahyuun
455,@y_woodly
456,@zzzimin_
457,@kim.gaeul_ ㅋㅋㅋㅋㅋㅋ겁나웃기넼ㅋㅋㅋㅋ닭발ㅋㅋㅋㅋ먼뎈ㅋㅋㅋㅋ
458,@yeon_d_u wow
459,@haerri_ 마지막에 다같이 하는게 종나 귀엽다
460,@10._.wy
461,@jaesin_han
462,@_yoniiiiii ㅋ̆̈ㅋ̆̎ㅋ꙼̈ㅋ̌̈ㅋ̐̈ㅋ̆̎ㅋ꙼̈ㅋ̌̈ㅋ̐̈ㅋ̆̈ㅋ̆̎ㅋ꙼̈ㅋ̌̈ㅋ̐̈ ㅋ̆̈ㅋ̆̎ㅋ꙼̈ㅋ̌̈ㅋ̐̈ㅋ̆̎ㅋ꙼̈ㅋ̌̈ㅋ̐̈ㅋ̆̈ㅋ̆̎ㅋ꙼̈ㅋ̌̈ㅋ̐̈ ㅋ̆̈ㅋ̆̎ㅋ꙼̈ㅋ̌̈ㅋ̐̈ㅋ̆̎ㅋ꙼̈ㅋ̌̈ㅋ̐̈ㅋ̆̈ㅋ̆̎ㅋ꙼̈ㅋ̌̈ㅋ̐̈ ㅋ̆̈ㅋ̆̎ㅋ꙼̈ㅋ̌̈ㅋ̐̈ㅋ̆̎ㅋ꙼̈ㅋ̌̈ㅋ̐̈ㅋ̆̈ㅋ̆̎ㅋ꙼̈ㅋ̌̈ㅋ̐̈ ㅋ로제찜닭먹고나서 해쥬ㅓ
